,N1,add_closeness_centrality,add_average_degree_connectivity,add_avg_neighbor_deg,add_eigenvector_centrality_numpy,add_katz_centrality_numpy,avg_clustering,deg_cent,degree,degree_assortativity_coefficient,density,group_degree_centrality,large_clique_size,len_local_bridges,len_min_edge_dominating_set,len_min_maximal_matching,len_min_weighted_dominating_set,len_min_weighted_vertex_cover,ramsey_R2,mean_degree_mixing_matrix,nb_edges,nb_nodes,node_connectivity,treewidth_min_degree
238,295,0.6,45.25,4.5,0.21503590821262555,0.3216428758874708,0.501,0.3333333333333333,2,-0.4656488549618322,0.5714285714285714,0.3333333333333333,4,1,3,3,2,6,9,0.027777777777777776,12,7,1,4
239,296,0.5833333333333334,43.33333333333334,4.5,0.3184114245337397,0.34019245783526786,0.523,0.2857142857142857,2,-0.5053763440860214,0.35714285714285715,0.2857142857142857,3,2,3,3,2,6,15,0.027777777777777776,10,8,1,2
240,297,0.5182481751824818,621.4798245614037,15.2,0.12481832174761641,0.1392594137760561,0.44799999999999995,0.07042253521126761,5,-0.467852870926808,0.05438184663536776,0.07042253521126761,4,15,20,20,13,40,126,0.0008650519031141869,139,72,1,4
241,298,0.5652173913043478,38.0,5.0,0.3623858229314904,0.2951066395212842,0.33,0.2307692307692308,3,-0.43939393939393945,0.17582417582417584,0.2307692307692308,3,7,3,3,3,6,27,0.020408163265306117,16,14,1,2
242,300,0.5164835164835165,525.9875,19.666666666666668,0.1294150926774612,0.13777438164448447,0.451,0.06382978723404255,3,-0.5766270044353462,0.06648936170212766,0.06382978723404255,4,21,10,10,5,20,114,0.0007304601899196494,75,48,1,3
243,302,0.5141242937853108,1854.0218115218115,21.6,0.08341292717406582,0.07727645014017752,0.541,0.05494505494505495,5,-0.3179664347765617,0.051361681796464415,0.054945054945054944,5,11,28,28,19,56,208,0.0001602307322544464,215,92,1,8
244,303,0.56,69.96428571428572,4.666666666666667,0.23476318471499216,0.2519017489703481,0.22899999999999998,0.21428571428571427,3,-0.4846743295019157,0.2380952380952381,0.21428571428571427,3,0,7,7,4,14,21,0.015624999999999997,25,15,2,3
245,304,0.5588235294117647,85.13333333333334,5.25,0.19841799818918296,0.24406591637083125,0.231,0.21052631578947367,4,-0.3226744186046513,0.15789473684210525,0.21052631578947367,4,4,8,8,9,16,30,0.005917159763313609,30,20,1,3
246,305,0.5178571428571429,103.42307692307692,15.5,0.19686469692394012,0.18527346587242016,0.22899999999999998,0.06896551724137931,2,-0.7183084619418105,0.08505747126436781,0.06896551724137931,3,14,6,6,2,12,69,0.002770083102493075,37,30,1,2
247,306,0.5975,2992.454765926606,6.44871794871795,0.5428721917793231,0.5877879067486174,0.275,0.3263598326359832,78,-0.1780376582853603,0.01879358437935844,0.3263598326359833,5,43,81,81,96,162,520,0.0001602307322544464,539,240,1,15
248,307,1.0,1.0,1.0,0.0,0.7071067811865476,0.0,1.0,1,0.0,1.0,1.0,2,1,1,1,1,2,2,0.25,1,2,1,1
249,308,0.5125628140703518,2035.4415384615384,26.2,0.08941632818688192,0.08480175904301053,0.462,0.04901960784313725,5,-0.34382658832967594,0.04644964782029316,0.04901960784313725,5,15,30,30,14,60,174,0.0001602307322544464,244,103,1,8
250,309,0.5714285714285714,80.33333333333334,5.333333333333333,0.2886222087379492,0.2763985327618276,0.42,0.25,3,-0.5976168652612283,0.2692307692307692,0.25,3,2,5,5,5,10,18,0.020408163265306117,21,13,1,3
251,310,0.6888888888888889,287.375,4.235294117647058,0.49201334729796375,0.3932969377124628,0.36200000000000004,0.5483870967741935,17,-0.26457324893467365,0.125,0.5483870967741935,4,3,13,13,13,26,51,0.00308641975308642,62,32,1,4
252,311,0.75,23.16666666666667,1.75,0.5693433619125147,0.4442901516569793,0.0,0.6666666666666666,4,-0.6065573770491804,0.3333333333333333,0.6666666666666666,2,3,2,2,3,4,8,0.04,7,7,1,2
253,312,0.5348837209302325,159.70833333333331,8.0,0.17583956574680026,0.20313107188601845,0.35600000000000004,0.13043478260869565,3,-0.508778553898433,0.13405797101449274,0.13043478260869565,4,8,8,8,3,16,45,0.004444444444444445,37,24,1,4
254,313,0.6,6.0,3.0,0.40824829046386324,0.476910483238266,0.0,0.3333333333333333,1,-1.0,0.5,0.3333333333333333,2,3,1,1,1,2,6,0.0625,3,4,1,1
255,314,0.5111111111111111,244.12777777777774,23.0,0.09926602237351186,0.12110427642251273,0.47700000000000004,0.043478260869565216,2,-0.5243937032200081,0.05920444033302497,0.043478260869565216,3,21,13,13,2,26,93,0.0005408328826392644,64,47,1,2
256,315,0.5581395348837209,122.96666666666668,5.4,0.27728374709377773,0.2382456026686825,0.307,0.2083333333333333,5,-0.3710691823899372,0.14,0.20833333333333331,4,4,10,10,8,20,36,0.008264462809917356,42,25,1,4
257,316,0.5581395348837209,404.54545454545456,6.5,0.2212512476129771,0.21619465101761431,0.325,0.2083333333333333,10,-0.3985372127296111,0.07482993197278913,0.20833333333333331,4,14,14,14,17,28,90,0.0008650519031141868,88,49,1,3
258,317,0.5277777777777778,115.4,11.0,0.2041248881320327,0.21397417697569304,0.29100000000000004,0.10526315789473684,2,-0.6700244095300305,0.1263157894736842,0.10526315789473684,3,12,3,3,2,6,45,0.00308641975308642,24,20,1,2
259,318,0.5084033613445378,872.4861111111112,35.75,0.13271775573062844,0.12879789755561535,0.361,0.033057851239669415,4,-0.5118377109466739,0.02655466738924265,0.033057851239669415,5,54,24,24,3,48,270,0.0001777777777777778,196,122,1,4
260,319,0.6,13.0,3.0,0.2818451988548684,0.4511105021915276,0.593,0.3333333333333333,1,-0.7142857142857143,0.6666666666666666,0.3333333333333333,3,1,2,2,1,4,4,0.0625,4,4,1,2
261,320,0.6,13.0,3.0,0.43973261203230496,0.391749385176609,0.0,0.3333333333333333,2,-0.7142857142857142,0.2857142857142857,0.3333333333333333,2,6,2,2,2,4,10,0.04,6,7,1,1
262,324,0.5652173913043478,37.5,4.333333333333333,0.4486728709246552,0.3034321110566049,0.163,0.2307692307692308,3,-0.7852348993288594,0.15384615384615385,0.2307692307692308,3,11,4,4,3,8,20,0.027777777777777776,14,14,1,2
263,325,0.5555555555555556,28.0,5.0,0.31622776601683794,0.31133497242608643,0.0,0.2,2,-0.7730496453900709,0.18181818181818185,0.2,2,10,2,2,2,4,18,0.015625,10,11,1,1
264,326,0.5044776119402985,2794.631250669811,61.33333333333334,0.05811188005677306,0.05018705403177591,0.655,0.017751479289940832,3,-0.3690625017973167,0.02290288896623738,0.017751479289940832,4,30,50,50,4,100,297,3.501277966457757e-05,329,170,1,4
265,327,0.631578947368421,61.41666666666667,4.2,0.4622640947691989,0.3400628159919778,0.431,0.4166666666666666,5,-0.35162601626016265,0.2435897435897436,0.4166666666666667,3,3,5,5,4,10,21,0.020408163265306117,19,13,1,3
266,328,0.5714285714285714,31.86666666666667,4.0,0.3469659702572132,0.2970817058075975,0.29,0.25,3,-0.6260162601626016,0.20512820512820512,0.25,3,4,4,4,3,8,15,0.027777777777777776,16,13,1,2
267,330,0.5405405405405406,110.08333333333334,8.333333333333334,0.23560215007024596,0.2275514086589632,0.612,0.15000000000000002,3,-0.5310313698939292,0.1523809523809524,0.15,4,5,7,7,3,14,27,0.005102040816326529,32,21,1,3
268,332,0.5609756097560976,99.94545454545455,5.4,0.3113253801092963,0.2604116165660861,0.07400000000000001,0.21739130434782608,5,-0.4371846929986464,0.11594202898550725,0.21739130434782608,3,12,7,7,6,14,48,0.008264462809917356,32,24,1,3
269,333,0.5029761904761905,2593.072502895839,84.5,0.047649320244150806,0.032567889324680695,0.667,0.01183431952662722,2,-0.3683747048555765,0.02290288896623738,0.01183431952662722,4,30,51,51,33,102,297,3.501277966457757e-05,329,170,1,4
270,334,0.5135135135135135,270.3896103896104,20.0,0.16001973009279075,0.15036930790540076,0.355,0.05263157894736842,3,-0.5588299552431664,0.04900181488203267,0.05263157894736842,4,30,13,13,3,26,128,0.0008163265306122449,81,58,1,3
271,335,0.50390625,769.1576635924463,69.5,0.10348503869030284,0.10195639560779228,0.33,0.015503875968992246,2,-0.6709297318061295,0.02098986285032797,0.015503875968992246,4,69,22,22,2,44,309,0.0001777777777777778,176,130,1,3
272,336,0.53125,241.54166666666663,10.5,0.1282233092139274,0.17555770800802747,0.726,0.1176470588235294,2,-0.5870188079770787,0.24183006535947715,0.1176470588235294,4,1,6,6,2,12,24,0.00390625,37,18,1,4
273,337,0.5056179775280899,2748.0584809192496,47.5,0.053566591013670936,0.029205189880723344,0.603,0.022222222222222227,4,-0.3359826299825319,0.02185389809699202,0.022222222222222227,4,31,54,54,11,108,312,3.501277966457757e-05,356,181,1,4
274,338,0.5217391304347826,759.4222222222223,17.0,0.11292128029336734,0.12544518635458055,0.546,0.08333333333333333,3,-0.5123937552564612,0.12762762762762764,0.08333333333333333,4,9,11,11,2,22,57,0.001040582726326743,85,37,1,5
275,339,0.6666666666666666,4.0,2.0,0.5,0.5598852584152163,0.0,0.5,1,-1.0,0.6666666666666666,0.5,2,2,1,1,1,2,4,0.1111111111111111,2,3,1,1
276,340,0.5833333333333334,44.0,4.5,0.2597172118884254,0.3228647890788203,0.84,0.2857142857142857,2,-0.24390243902439024,0.42857142857142855,0.2857142857142857,4,0,3,3,2,6,9,0.027777777777777776,12,8,1,3
277,341,0.506265664160401,3006.242430673457,42.0,0.059776432535165014,0.009826461565435755,0.623,0.024752475247524757,5,-0.3125784639967263,0.01975320684777837,0.024752475247524757,5,38,59,59,36,118,468,3.501277966457757e-05,405,203,1,5
278,342,0.515625,318.97142857142865,17.0,0.09394488933378778,0.12938494819017576,0.604,0.060606060606060615,2,-0.4977585120966249,0.10338680926916223,0.060606060606060615,4,7,9,9,4,18,50,0.001040582726326743,58,34,1,3
279,344,0.5316455696202531,229.2450980392157,8.8,0.2250885256702212,0.20499756000303146,0.402,0.11904761904761905,5,-0.5942570090285793,0.06755260243632337,0.11904761904761905,4,20,11,11,8,22,87,0.0034602076124567475,61,43,1,4
280,345,0.5294117647058824,47.0,9.0,0.19630865747457432,0.27574419860332405,0.28600000000000003,0.1111111111111111,1,-0.8158730158730155,0.24444444444444444,0.1111111111111111,3,6,2,2,1,4,16,0.01,11,10,1,2
281,346,0.5029940119760479,2597.873189726003,85.0,0.05101974980000242,0.04031340308224863,0.649,0.011904761904761904,2,-0.370078650159055,0.02310510002817695,0.011904761904761904,4,29,50,50,1,100,297,3.501277966457757e-05,328,169,1,4
282,347,0.5526315789473685,208.7,7.5,0.20235286047316917,0.2163684774757931,0.613,0.19047619047619047,4,-0.2773650863010705,0.19047619047619047,0.19047619047619047,4,0,9,9,4,18,27,0.00390625,44,22,2,4
283,348,0.5555555555555556,132.88333333333333,5.25,0.14249128052110602,0.23050440628105706,0.261,0.2,4,-0.4644381223328592,0.1380952380952381,0.2,4,11,6,6,6,12,56,0.004444444444444445,29,21,1,3
284,350,0.5324074074074074,2097.448766058147,12.5,0.14869507073841592,0.1475365681888277,0.384,0.1217391304347826,14,-0.3121142564920002,0.04272863568215892,0.1217391304347826,5,12,36,36,30,72,189,0.0001602307322544464,285,116,1,9
285,352,0.5405405405405406,247.33333333333331,8.333333333333334,0.13820267016439886,0.18630165893923825,0.49700000000000005,0.15000000000000002,3,-0.569671378740591,0.18095238095238092,0.15,4,7,6,6,5,12,45,0.00308641975308642,38,21,1,4
286,353,0.75,32.66666666666667,3.0,0.4792868363089795,0.4178653579912656,0.41100000000000003,0.6666666666666666,4,-0.2121212121212121,0.4761904761904762,0.6666666666666666,3,1,3,3,4,6,6,0.04,10,7,1,3
287,354,0.6666666666666666,26.5,3.0,0.45259377842640247,0.4062032599896348,0.34299999999999997,0.5,3,-0.2,0.3809523809523809,0.5,3,3,3,3,4,6,12,0.04,8,7,1,2
288,355,0.6666666666666666,4.0,2.0,0.5,0.5598852584152163,0.0,0.5,1,-1.0,0.6666666666666666,0.5,2,2,1,1,1,2,4,0.1111111111111111,2,3,1,1
289,356,0.5641025641025641,65.7,4.4,0.31265229204888506,0.2661856052020486,0.0,0.2272727272727273,5,-0.5863481228668941,0.11067193675889328,0.2272727272727273,2,12,6,6,7,12,34,0.015624999999999997,28,23,1,2
290,358,0.5714285714285714,16.0,4.0,0.2713940956427045,0.403540803317557,0.44299999999999995,0.25,1,-0.8055555555555557,0.5,0.25,3,2,2,2,1,4,6,0.04,5,5,1,2
291,359,0.5333333333333333,564.1666666666667,12.0,0.12571207209235205,0.1491851025503937,0.413,0.125,3,-0.4120344782981927,0.21,0.125,4,4,10,10,4,20,42,0.001890359168241966,63,25,1,5
292,360,0.5454545454545454,85.21428571428572,6.5,0.2173274445318542,0.25144738284419305,0.626,0.16666666666666666,2,-0.5362035225048927,0.2564102564102564,0.16666666666666666,3,1,5,5,2,10,14,0.012345679012345678,20,13,1,2
293,362,0.5217391304347826,129.66666666666666,12.0,0.1173369182161185,0.20804103621681697,0.5760000000000001,0.08333333333333333,1,-0.5994877325424641,0.2692307692307692,0.08333333333333333,4,4,4,4,1,8,24,0.005917159763313609,21,13,1,3
294,363,0.5555555555555556,10.0,5.0,0.316227766016838,0.3818155739753429,0.0,0.2,1,-1.0,0.3333333333333333,0.2,2,5,1,1,1,2,10,0.027777777777777776,5,6,1,1
295,366,0.5138888888888888,658.1222222222223,22.75,0.12079594053558318,0.12321819280523542,0.289,0.054054054054054064,4,-0.5384481293147467,0.03747747747747748,0.054054054054054064,4,45,13,13,3,26,232,0.00022956841138659318,104,75,1,5
296,368,0.6521739130434783,146.83333333333334,3.8571428571428568,0.2603294755388774,0.299682902724464,0.305,0.4666666666666667,7,-0.016929016929016952,0.26666666666666666,0.4666666666666667,4,4,6,6,9,12,15,0.015625,32,16,1,5
297,369,0.75,13.0,3.0,0.43516214649359924,0.4778094670393762,0.82,0.6666666666666666,2,-0.6666666666666666,0.8333333333333334,0.6666666666666666,3,0,2,2,1,4,6,0.0625,5,4,2,2
298,370,0.5925925925925926,84.63333333333333,5.0,0.3779849766642132,0.2966173679293056,0.38,0.3125,5,-0.232196589769308,0.19852941176470587,0.3125,3,3,6,6,4,12,18,0.015625,27,17,1,4
299,371,0.5492957746478874,227.51372549019607,6.7142857142857135,0.21239526119650073,0.2233705841045082,0.27,0.1794871794871795,7,-0.43282190503612894,0.07692307692307693,0.1794871794871795,4,17,11,11,10,22,78,0.001736111111111111,60,40,1,4
300,372,0.5833333333333334,42.07142857142857,3.75,0.3061056560340876,0.2967889156608622,0.11599999999999999,0.2857142857142857,4,-0.5390279823269515,0.18095238095238092,0.2857142857142857,3,7,4,4,5,8,27,0.027777777777777776,19,15,1,3
301,374,0.6666666666666666,122.5,3.571428571428572,0.3875115194769268,0.3407019589099919,0.59,0.5,7,-0.2715179968701095,0.2380952380952381,0.5,4,3,6,6,3,12,28,0.015625,25,15,1,3
302,375,0.5526315789473685,175.825,7.5,0.21393718714290494,0.22149116654299394,0.601,0.19047619047619047,4,-0.4392416239408913,0.15584415584415584,0.19047619047619047,4,5,8,8,9,16,36,0.0025,36,22,1,3
303,377,0.532258064516129,244.99108734402856,10.75,0.20436961331299103,0.1915992007536653,0.39299999999999996,0.12121212121212123,4,-0.5761232153409199,0.08199643493761141,0.12121212121212123,4,17,7,7,2,14,75,0.001111111111111111,46,34,1,3
304,378,0.625,21.0,3.5,0.36961936976961235,0.3950755931923883,0.711,0.4,2,-0.6249999999999999,0.4666666666666667,0.4,3,1,2,2,1,4,9,0.027777777777777776,7,6,1,2
305,379,0.5714285714285714,146.88888888888889,5.833333333333332,0.40524059834734283,0.28008482953986896,0.33299999999999996,0.25,6,-0.2549902446345489,0.12333333333333335,0.25,4,9,9,9,8,18,36,0.012345679012345678,37,25,1,3
306,380,1.0,9.0,3.0,0.5000000000000001,0.5,1.0,1.0,3,0.0,1.0,1.0,4,0,2,2,1,4,4,0.0625,6,4,3,3
307,381,0.5714285714285714,96.83333333333334,5.666666666666668,0.2615257470069473,0.27564981334598543,0.621,0.25,3,-0.31086142322097376,0.2692307692307692,0.25,4,2,5,5,4,10,15,0.015625,21,13,1,3
308,382,0.5145631067961165,302.3982683982683,17.666666666666668,0.10811820871942353,0.1375776680154729,0.213,0.05660377358490566,3,-0.5355460026076966,0.04472396925227114,0.05660377358490566,4,36,10,10,3,20,117,0.0005948839976204639,64,54,1,3
309,386,0.5652173913043478,73.0,5.333333333333333,0.2790765463680888,0.2772462541664262,0.56,0.2307692307692308,3,-0.4814814814814815,0.21978021978021975,0.2307692307692308,3,2,5,5,2,10,24,0.012345679012345678,20,14,1,2
310,388,0.5294117647058824,129.025,9.0,0.14028300034504199,0.19303679319857664,0.426,0.1111111111111111,3,-0.4241126413615497,0.09788359788359788,0.1111111111111111,3,14,8,8,5,16,42,0.0025,37,28,1,2
311,389,0.5769230769230769,505.8,8.375,0.2504103501269627,0.23989542632604974,0.358,0.26666666666666666,8,-0.3798058950046365,0.15053763440860216,0.26666666666666666,4,9,11,11,6,22,48,0.001890359168241966,70,31,1,5
312,390,1.0,1.0,1.0,0.0,0.7071067811865476,0.0,1.0,1,0.0,1.0,1.0,2,1,1,1,1,2,2,0.25,1,2,1,1
313,391,0.5136986301369864,512.4536632278372,19.5,0.0977102702276643,0.10788314894717486,0.271,0.05333333333333334,4,-0.5342949191761813,0.03543859649122807,0.05333333333333334,4,43,13,13,6,26,174,0.00022956841138659318,101,76,1,3
314,392,0.6071428571428571,117.75,4.333333333333333,0.37186044049969413,0.2995149800278757,0.406,0.3529411764705882,6,-0.07610146862483311,0.20261437908496727,0.35294117647058826,3,3,8,8,5,16,21,0.015624999999999997,31,18,1,4
315,393,0.5384615384615384,103.0,7.0,0.1126324443130145,0.2513538974238144,0.679,0.14285714285714285,1,-0.613793103448276,0.5357142857142857,0.14285714285714285,4,1,4,4,1,8,8,0.015625,15,8,1,3
316,394,0.6086956521739131,150.66666666666669,5.6,0.31592517468274783,0.2911551516330431,0.35100000000000003,0.3571428571428571,5,-0.4313929313929314,0.2571428571428571,0.35714285714285715,4,4,6,6,5,12,21,0.005917159763313609,27,15,1,4
317,395,0.5483870967741935,228.0,9.0,0.17985428680204824,0.20930341924147847,0.537,0.1764705882352941,3,-0.3804758142393119,0.24183006535947715,0.17647058823529413,5,2,7,7,3,14,50,0.004444444444444445,37,18,1,4
318,396,0.6666666666666666,5.333333333333334,2.0,0.5773502691896257,0.4667572150637692,0.0,0.5,2,-0.3333333333333334,0.4,0.5,2,4,2,2,3,4,6,0.1111111111111111,4,5,1,1
319,397,0.5625,63.14285714285714,4.5,0.3762437779811938,0.2776230727493994,0.35700000000000004,0.2222222222222222,4,-0.5050301810865193,0.1286549707602339,0.2222222222222222,3,11,6,6,4,12,36,0.020408163265306117,22,19,1,2
320,398,0.625,15.666666666666668,2.5,0.3206038995238988,0.40556698419648135,0.381,0.4,2,-0.4666666666666667,0.4,0.4,3,3,3,3,2,6,6,0.04,6,6,1,2
321,399,0.5555555555555556,152.33333333333334,5.8,0.3023960831579264,0.2386873786461149,0.455,0.2,5,-0.4005535784895216,0.13538461538461538,0.2,4,3,8,8,5,16,36,0.01,44,26,1,3
322,400,0.5714285714285714,8.0,4.0,0.3535533905932738,0.42183074386605374,0.0,0.25,1,-1.0,0.4,0.25,2,4,1,1,1,2,8,0.04,4,5,1,1
323,401,0.5365853658536586,266.88245614035094,8.833333333333334,0.1673639310078419,0.1951650258254828,0.37,0.13636363636363635,6,-0.4019289415615005,0.06464646464646465,0.13636363636363635,4,20,12,12,8,24,84,0.0011111111111111113,64,45,1,3
324,402,0.547945205479452,788.1166666666667,11.714285714285715,0.20717241426756078,0.1984816481765848,0.573,0.17500000000000002,7,-0.5203290192160235,0.11219512195121953,0.175,4,10,14,14,3,28,66,0.001040582726326743,92,41,1,5
325,403,0.5777777777777777,245.97857142857143,5.0,0.2062814248488417,0.24670547458855954,0.303,0.2692307692307693,7,-0.3567001496046162,0.13105413105413105,0.2692307692307692,4,6,9,9,11,18,42,0.00390625,46,27,1,4
326,404,1.0,4.0,2.0,0.5773502691896258,0.5773502691896257,1.0,1.0,2,0.0,1.0,1.0,3,0,1,1,1,2,3,0.1111111111111111,3,3,2,2
327,406,0.54,198.6857142857143,6.75,0.11333002934775528,0.1785314978597829,0.53,0.14814814814814814,4,-0.6153507640480128,0.13227513227513227,0.14814814814814814,4,5,9,9,5,18,33,0.004444444444444445,50,28,1,3
328,407,0.5588235294117647,140.66666666666669,8.0,0.2899694343080435,0.25602545361025586,0.302,0.21052631578947367,4,-0.5693146417445484,0.1631578947368421,0.21052631578947367,3,8,5,5,4,10,42,0.008264462809917356,31,20,1,3
329,408,0.5441176470588235,434.19047619047615,8.166666666666666,0.18868323961678618,0.19085070157561995,0.445,0.16216216216216214,6,-0.2658737487533705,0.12233285917496445,0.16216216216216214,4,3,15,15,14,30,64,0.00390625,86,38,1,5
330,409,0.5357142857142857,204.68253968253967,8.25,0.19905014468262897,0.19453941120521195,0.292,0.13333333333333333,4,-0.5235622792683571,0.11612903225806452,0.13333333333333333,3,6,9,9,4,18,54,0.00308641975308642,54,31,1,4
331,410,0.6666666666666666,12.333333333333332,2.5,0.35775123993978414,0.4285593817575073,0.33,0.5,2,-0.3333333333333334,0.6,0.5,3,0,2,2,2,4,4,0.0625,6,5,2,2
332,411,0.5666666666666667,50.08333333333333,4.5,0.3680105732267635,0.2838073477651125,0.354,0.2352941176470588,4,-0.4975124378109452,0.13725490196078433,0.2352941176470588,3,8,7,7,4,14,22,0.015624999999999997,21,18,1,2
333,412,0.5714285714285714,107.0,6.666666666666668,0.32947037946986635,0.29093733937510685,0.384,0.25,3,-0.6330766655507198,0.2307692307692308,0.25,4,6,4,4,2,8,32,0.009999999999999998,18,13,1,3
334,413,0.5384615384615384,59.66666666666666,7.0,0.16877979589485506,0.2898556080538728,0.518,0.14285714285714285,1,-0.6851851851851852,0.3928571428571429,0.14285714285714285,3,2,2,2,1,4,15,0.015625,11,8,1,2
335,418,0.5555555555555556,10.0,5.0,0.31622776601683805,0.3818155739753428,0.0,0.2,1,-1.0,0.3333333333333333,0.2,2,5,1,1,1,2,10,0.027777777777777776,5,6,1,1
336,420,0.5555555555555556,36.0,6.0,0.2791986373155243,0.2928786180342881,0.389,0.2,2,-0.7758276824890304,0.21818181818181814,0.2,3,6,3,3,1,6,24,0.008264462809917356,12,11,1,2
337,421,0.5555555555555556,73.0,5.0,0.19050092497891963,0.2633293270607393,0.44,0.2,2,-0.5193644488579939,0.3272727272727273,0.2,3,0,5,5,2,10,12,0.015624999999999997,18,11,2,3
338,422,1.0,1.0,1.0,0.0,0.7071067811865476,0.0,1.0,1,0.0,1.0,1.0,2,1,1,1,1,2,2,0.25,1,2,1,1
339,424,0.5208333333333334,128.75,12.5,0.15524041717977113,0.18580469061209434,0.228,0.08,2,-0.5480063622889781,0.1076923076923077,0.08,3,12,6,6,2,12,54,0.002770083102493075,35,26,1,3
340,425,0.5555555555555556,10.0,5.0,0.316227766016838,0.3818155739753428,0.0,0.2,1,-1.0,0.3333333333333333,0.2,2,5,1,1,1,2,10,0.027777777777777776,5,6,1,1
341,426,0.5192307692307693,1892.2309523809522,19.125,0.1227224006618972,0.12282621121076985,0.491,0.07407407407407407,8,-0.3360789778976157,0.0436629289840299,0.07407407407407407,5,15,32,32,22,64,204,0.0001602307322544464,257,109,1,8
342,427,0.5454545454545454,88.33333333333331,8.5,0.23986813483428632,0.2564343423682059,0.551,0.16666666666666666,2,-0.6621920637262133,0.2307692307692308,0.16666666666666666,3,4,3,3,1,6,30,0.005917159763313609,18,13,1,2
343,428,0.5396825396825397,367.26060606060605,11.4,0.23325480974348814,0.20873456482522668,0.369,0.14705882352941174,5,-0.469906224699141,0.11428571428571427,0.14705882352941174,4,11,10,10,4,20,51,0.0034602076124567475,68,35,1,5
344,429,0.5769230769230769,192.64583333333331,4.625,0.4620331637354069,0.30547268554011275,0.32,0.26666666666666666,16,-0.2554497354497355,0.052459016393442616,0.26666666666666666,4,16,20,20,22,40,128,0.0034602076124567475,96,61,1,3
345,430,0.5217391304347826,118.66666666666669,12.0,0.1376196836510714,0.2214147902813643,0.41700000000000004,0.08333333333333333,1,-0.7200612557427258,0.2307692307692308,0.08333333333333333,4,6,3,3,1,6,18,0.005917159763313609,18,13,1,3
346,431,1.0,4.0,2.0,0.5773502691896257,0.5773502691896257,1.0,1.0,2,0.0,1.0,1.0,3,0,1,1,1,2,3,0.1111111111111111,3,3,2,2
347,432,0.6666666666666666,5.333333333333334,2.0,0.5773502691896257,0.4667572150637692,0.0,0.5,2,-0.3333333333333334,0.4,0.5,2,4,2,2,3,4,6,0.1111111111111111,4,5,1,1
348,433,0.5185185185185185,238.72077922077918,14.5,0.10107501623789436,0.165679271359716,0.44,0.07142857142857142,2,-0.6560373250388802,0.11822660098522167,0.07142857142857142,5,11,8,8,2,16,100,0.002770083102493075,48,29,1,5
349,435,0.5180722891566265,225.76666666666668,14.333333333333336,0.11951608853400714,0.15526857443006856,0.33899999999999997,0.06976744186046513,3,-0.4510345397886527,0.06448202959830866,0.06976744186046513,4,20,10,10,3,20,90,0.0011111111111111113,61,44,1,3
350,436,0.5865384615384616,382.5049656226126,4.666666666666667,0.36563702082519295,0.30630899720506105,0.285,0.29508196721311475,18,-0.2648988500919544,0.058170280274986774,0.29508196721311475,5,14,22,22,27,44,132,0.002066115702479339,110,62,1,5
351,437,0.5925925925925926,45.625,3.8,0.5162563726147763,0.3172578778509699,0.0,0.3125,5,-0.5833333333333334,0.13970588235294118,0.3125,2,9,5,5,5,10,24,0.020408163265306117,19,17,1,2
352,438,0.59375,68.39285714285714,3.6666666666666665,0.4774389777901474,0.3083446672541316,0.128,0.3157894736842105,6,-0.20634920634920628,0.13157894736842105,0.3157894736842105,3,7,7,7,8,14,24,0.020408163265306117,25,20,1,2
353,439,0.52,251.5769230769231,13.0,0.08647854913747924,0.13910957964962,0.62,0.07692307692307693,2,-0.639473472252586,0.13105413105413105,0.07692307692307693,4,7,6,6,3,12,60,0.001736111111111111,46,27,1,3
354,440,0.5652173913043478,152.0625,5.666666666666668,0.41815480891647105,0.2764874507768197,0.24600000000000002,0.2307692307692308,6,-0.6089211618257261,0.09401709401709403,0.2307692307692308,4,18,5,5,5,10,76,0.006944444444444444,33,27,1,3
355,441,0.5797101449275363,117.05882352941177,4.090909090909091,0.5264048964871457,0.3027723633444169,0.331,0.275,11,-0.2859901685393258,0.06097560975609756,0.275,4,21,12,12,14,24,80,0.006944444444444444,50,41,1,3
356,442,0.625,158.83333333333334,3.875,0.40392431419387986,0.3154036335856098,0.175,0.4,8,-0.17711442786069656,0.16666666666666666,0.4,3,6,8,8,9,16,24,0.012345679012345678,35,21,1,3
357,443,0.5714285714285714,122.2,5.25,0.17649278877001207,0.2502139072105173,0.413,0.25,4,-0.4440652256351916,0.2058823529411765,0.25,4,5,6,6,2,12,30,0.005917159763313609,28,17,1,3
358,444,0.6333333333333333,215.25,5.25,0.3676523969307936,0.31800258649423,0.43,0.42105263157894735,8,-0.2150830737279336,0.19473684210526315,0.42105263157894735,4,4,8,8,7,16,30,0.005917159763313609,37,20,1,3
359,445,0.75,5.0,1.5,0.6015009550075456,0.5232166435699435,0.0,0.6666666666666666,2,-0.5,0.5,0.6666666666666666,2,3,2,2,2,4,4,0.1111111111111111,3,4,1,1
360,446,0.5333333333333333,190.42857142857144,9.333333333333334,0.18448451873596247,0.19593653284271412,0.39299999999999996,0.125,3,-0.4349462365591398,0.13333333333333333,0.125,3,6,8,8,4,16,42,0.0025,40,25,1,4
361,447,0.5909090909090909,108.42857142857143,5.25,0.3444043377170653,0.3030593679881933,0.315,0.3076923076923077,4,-0.5666460012399255,0.2087912087912088,0.3076923076923077,4,7,4,4,5,8,36,0.009999999999999998,19,14,1,3
